Date,Open,High,Low,Close,Adj Close,Volume,"('Close', 'QQQ')","('High', 'QQQ')","('Low', 'QQQ')","('Open', 'QQQ')","('Volume', 'QQQ')","('Close', 'QQQ')","('High', 'QQQ')","('Low', 'QQQ')","('Open', 'QQQ')","('Volume', 'QQQ')"
2009-01-08,30.3799991607666,30.799999237060547,30.079999923706055,30.760000228881836,26.800649642944336,131926600.0,,,,,,,,,,
2009-01-09,30.770000457763672,30.790000915527344,29.920000076293945,30.06999969482422,26.199466705322266,117137900.0,,,,,,,,,,
2009-01-12,30.11000061035156,30.149999618530273,29.200000762939453,29.520000457763672,25.720260620117188,102726200.0,,,,,,,,,,
2009-01-13,29.510000228881836,29.979999542236328,29.18000030517578,29.530000686645508,25.728973388671875,186266700.0,,,,,,,,,,
2009-01-14,29.190000534057617,29.280000686645508,28.469999313354492,28.6299991607666,24.944812774658203,136294000.0,,,,,,,,,,
2009-01-15,28.56999969482422,29.34000015258789,28.06999969482422,29.100000381469727,25.354320526123047,192567200.0,,,,,,,,,,
2009-01-16,29.5,29.600000381469727,28.700000762939453,29.420000076293945,25.63312339782715,175478100.0,,,,,,,,,,
2009-01-20,29.299999237060547,29.43000030517578,27.959999084472656,27.959999084472656,24.361061096191406,135105800.0,,,,,,,,,,
2009-01-21,28.43000030517578,29.190000534057617,28.100000381469727,29.149999618530273,25.397886276245117,149179600.0,,,,,,,,,,
2009-01-22,28.520000457763672,29.229999542236328,28.260000228881836,28.760000228881836,25.058088302612305,200602700.0,,,,,,,,,,
2009-01-23,28.290000915527344,29.350000381469727,28.13999938964844,28.899999618530273,25.180063247680664,170164100.0,,,,,,,,,,
2009-01-26,28.940000534057617,29.59000015258789,28.75,29.11000061035156,25.363027572631836,140398700.0,,,,,,,,,,
2009-01-27,29.1200008392334,29.56999969482422,29.1200008392334,29.31999969482422,25.54599952697754,110591300.0,,,,,,,,,,
2009-01-28,29.809999465942383,30.649999618530273,29.809999465942383,30.350000381469727,26.44342613220215,139722800.0,,,,,,,,,,
2009-01-29,29.979999542236328,30.399999618530273,29.479999542236328,29.579999923706055,25.772537231445312,130731800.0,,,,,,,,,,
2009-01-30,29.799999237060547,29.93000030517578,28.940000534057617,29.059999465942383,25.31947135925293,140334200.0,,,,,,,,,,
2009-02-02,28.780000686645508,29.61000061035156,28.739999771118164,29.40999984741211,25.624414443969727,126796100.0,,,,,,,,,,
2009-02-03,29.469999313354492,30.43000030517578,29.030000686645508,29.8700008392334,26.02521324157715,120541100.0,,,,,,,,,,
2009-02-04,29.940000534057617,30.8700008392334,29.790000915527344,29.90999984741211,26.060060501098633,175780900.0,,,,,,,,,,
2009-02-05,29.479999542236328,30.770000457763672,29.459999084472656,30.56999969482422,26.63510513305664,217578900.0,,,,,,,,,,
2009-02-06,30.68000030517578,31.510000228881836,30.579999923706055,31.3700008392334,27.332136154174805,164513200.0,,,,,,,,,,
2009-02-09,31.38999938964844,31.670000076293945,31.190000534057617,31.5,27.445392608642575,98856900.0,,,,,,,,,,
2009-02-10,31.299999237060547,31.68000030517578,30.100000381469727,30.34000015258789,26.434715270996097,232795200.0,,,,,,,,,,
2009-02-11,30.3799991607666,30.530000686645508,29.729999542236328,30.200000762939453,26.31273078918457,169117200.0,,,,,,,,,,
2009-02-12,29.850000381469727,30.61000061035156,29.63999938964844,30.56999969482422,26.63510513305664,201151400.0,,,,,,,,,,
2009-02-13,30.479999542236328,30.780000686645508,30.290000915527344,30.43000030517578,26.513124465942383,145066700.0,,,,,,,,,,
2009-02-17,29.489999771118164,29.670000076293945,29.059999465942383,29.219999313354492,25.458871841430664,157783300.0,,,,,,,,,,
2009-02-18,29.40999984741211,29.670000076293945,28.8700008392334,29.239999771118164,25.476293563842773,161271900.0,,,,,,,,,,
2009-02-19,29.420000076293945,29.61000061035156,28.719999313354492,28.790000915527344,25.084217071533203,155322400.0,,,,,,,,,,
2009-02-20,28.469999313354492,29.149999618530273,28.38999938964844,28.8700008392334,25.15392684936523,210752400.0,,,,,,,,,,
2009-02-23,29.030000686645508,29.049999237060547,27.729999542236328,27.86000061035156,24.27393341064453,169473500.0,,,,,,,,,,
2009-02-24,28.010000228881836,28.979999542236328,27.959999084472656,28.780000686645508,25.075510025024418,181337300.0,,,,,,,,,,
2009-02-25,28.61000061035156,29.170000076293945,28.13999938964844,28.59000015258789,24.90996551513672,220224700.0,,,,,,,,,,
2009-02-26,28.780000686645508,28.950000762939453,27.700000762939453,27.790000915527344,24.212940216064453,211218500.0,,,,,,,,,,
2009-02-27,27.5,27.979999542236328,27.38999938964844,27.530000686645508,23.986413955688477,204492600.0,,,,,,,,,,
2009-03-02,27.1200008392334,27.510000228881836,26.469999313354492,26.63999938964844,23.210968017578125,188180400.0,,,,,,,,,,
2009-03-03,26.86000061035156,27.15999984741211,26.420000076293945,26.6200008392334,23.19354248046875,158758800.0,,,,,,,,,,
2009-03-04,27.010000228881836,27.709999084472656,26.920000076293945,27.329999923706055,23.812150955200195,164911000.0,,,,,,,,,,
2009-03-05,27.030000686645508,27.239999771118164,26.420000076293945,26.510000228881836,23.097702026367188,199626900.0,,,,,,,,,,
2009-03-06,26.649999618530273,26.809999465942383,25.709999084472656,26.299999237060547,22.914731979370117,218421600.0,,,,,,,,,,
2009-03-09,26.09000015258789,26.809999465942383,25.6299991607666,25.739999771118164,22.42681312561035,181098800.0,,,,,,,,,,
